|numvelasfp|empresa|numeroPredicciones|ratioFalsosPositivos|subgrupos
0|16|AAPL|35|45.7000|SG_14;SG_41;SG_24;SG_19;SG_14;SG_41;SG_24;SG_19;SG_47
1|11|ABEO|23|47.8000|SG_22;SG_43;SG_5;SG_47;SG_22;SG_43;SG_5;SG_42;SG_47
2|3|ISIG|6|50.0000|SG_14;SG_14
3|4|CRWS|8|50.0000|SG_5;SG_18;SG_41;SG_5;SG_18
4|2|FVAM|4|50.0000|SG_42;SG_10;SG_10
5|5|BCDA|9|55.6000|SG_43;SG_5;SG_42;SG_43;SG_5
6|14|PFIE|25|56.0000|SG_7;SG_5;SG_7;SG_5;SG_42
7|11|CIZN|19|57.9000|SG_41;SG_37;SG_22;SG_5;SG_18;SG_37;SG_22;SG_5;SG_10;SG_18
8|3|IROQ|5|60.0000|SG_41;SG_22;SG_10;SG_41;SG_5
9|9|GSIT|15|60.0000|SG_14;SG_5;SG_14;SG_5
10|6|BMRA|10|60.0000|SG_43;SG_5;SG_42;SG_43;SG_5;SG_42
11|14|CLNE|23|60.9000|SG_22;SG_7;SG_22;SG_7;SG_42
12|19|DLPN|31|61.3000|SG_14;SG_37;SG_22;SG_5;SG_14;SG_37;SG_22;SG_5;SG_42
13|8|ALRN|13|61.5000|SG_43;SG_5;SG_43;SG_5
14|8|ACAD|13|61.5000|SG_3;SG_43;SG_42;SG_3;SG_43;SG_42
15|5|CPIX|8|62.5000|SG_43;SG_43;SG_42;SG_47
16|22|ALIM|35|62.9000|SG_26;SG_43;SG_19;SG_26;SG_43;SG_42;SG_19
17|7|CRMT|11|63.6000|SG_4;SG_22;SG_18;SG_22;SG_18
18|9|IGMS|14|64.3000|SG_43;SG_42;SG_47;SG_4;SG_43;SG_42
19|9|MBRX|14|64.3000|SG_37;SG_43;SG_5;SG_37;SG_43;SG_5
20|20|CRTO|31|64.5000|SG_14;SG_3;SG_34;SG_14;SG_3;SG_34;SG_42;SG_19
21|11|ANGO|17|64.7000|SG_4;SG_22;SG_43;SG_4;SG_22;SG_43;SG_42
22|13|AUTO|20|65.0000|SG_14;SG_37;SG_22;SG_42;SG_37;SG_22;SG_42
23|17|ANGI|26|65.4000|SG_14;SG_3;SG_47;SG_14;SG_3;SG_47
24|19|ACGL|29|65.5000|SG_40;SG_10;SG_2;SG_40;SG_22;SG_42;SG_10;SG_18;SG_2
25|2|GLBZ|3|66.7000|SG_37;SG_10;SG_18
26|14|KVHI|21|66.7000|SG_14;SG_5;SG_14;SG_22;SG_5;SG_42
27|8|CODX|12|66.7000|SG_5;SG_18;SG_43;SG_5;SG_18
28|12|ABIO|18|66.7000|SG_37;SG_43;SG_42;SG_37;SG_43
29|4|FVE|6|66.7000|SG_22;SG_43;SG_22;SG_5
30|8|IMUX|12|66.7000|SG_5;SG_43;SG_5;SG_42
31|10|CRNX|15|66.7000|SG_4;SG_42;SG_4;SG_43;SG_42
32|14|BIVI|21|66.7000|SG_37;SG_43;SG_5;SG_37;SG_43;SG_5;SG_42
33|6|BLUE|9|66.7000|SG_4;SG_43;SG_42;SG_4;SG_43
34|18|EGRX|27|66.7000|SG_4;SG_22;SG_43;SG_19;SG_4;SG_22;SG_43;SG_42;SG_19
35|8|LXEH|12|66.7000|SG_37;SG_42;SG_18;SG_37;SG_22;SG_5;SG_18
36|19|ADBE|28|67.9000|SG_20;SG_14;SG_47;SG_20;SG_14;SG_46;SG_47
37|13|JRSH|19|68.4000|SG_37;SG_5;SG_18;SG_41;SG_37;SG_5;SG_18
38|11|NEPT|16|68.8000|SG_22;SG_5;SG_42;SG_22;SG_43;SG_5;SG_42
39|11|AKRO|16|68.8000|SG_4;SG_42;SG_46;SG_47;SG_4;SG_43;SG_42;SG_47
40|9|AXLA|13|69.2000|SG_22;SG_5;SG_42;SG_22;SG_43;SG_5;SG_42
41|9|OTIC|13|69.2000|SG_43;SG_5;SG_5
42|9|ADIL|13|69.2000|SG_37;SG_43;SG_5;SG_43;SG_5
43|25|GOGO|36|69.4000|SG_14;SG_4;SG_26;SG_14;SG_4;SG_26;SG_42
44|25|ACTG|36|69.4000|SG_23;SG_12;SG_5;SG_42;SG_23;SG_12;SG_5;SG_42
45|16|PRTA|23|69.6000|SG_3;SG_43;SG_34;SG_42;SG_46;SG_47;SG_3;SG_43;SG_34;SG_42
46|16|OSTK|23|69.6000|SG_3;SG_22;SG_42;SG_19;SG_47;SG_3;SG_19;SG_47
47|16|ONCY|23|69.6000|SG_37;SG_22;SG_43;SG_5;SG_42;SG_37;SG_22;SG_43;SG_5
48|7|AVEO|10|70.0000|SG_22;SG_43;SG_5;SG_42;SG_22;SG_43;SG_5
49|7|NVIV|10|70.0000|SG_37;SG_43;SG_42;SG_43
50|7|FEIM|10|70.0000|SG_5;SG_47;SG_14;SG_5;SG_42
51|14|AGMH|20|70.0000|SG_14;SG_37;SG_5;SG_42;SG_14;SG_37;SG_5;SG_42
52|7|JCS|10|70.0000|SG_14;SG_41;SG_14;SG_41
53|7|DCTH|10|70.0000|SG_22;SG_43;SG_5;SG_42;SG_22;SG_43;SG_42
54|12|MBIO|17|70.6000|SG_43;SG_5;SG_42;SG_46;SG_43;SG_5;SG_42
55|12|KZR|17|70.6000|SG_4;SG_43;SG_42;SG_4;SG_43
56|17|CARE|24|70.8000|SG_49;SG_42;SG_10;SG_47;SG_4;SG_42;SG_46;SG_10;SG_47
57|22|CHNR|31|71.0000|SG_37;SG_7;SG_18;SG_37;SG_22;SG_7;SG_18
58|22|GEOS|31|71.0000|SG_7;SG_5;SG_7;SG_5
59|10|CSSE|14|71.4000|SG_14;SG_4;SG_14;SG_4
60|15|CYAN|21|71.4000|SG_37;SG_22;SG_18;SG_37;SG_22;SG_42;SG_18
61|5|GNTX|7|71.4000|SG_3;SG_18;SG_3
62|25|NEXT|35|71.4000|SG_4;SG_7;SG_4;SG_7;SG_42
63|10|HOFT|14|71.4000|SG_4;SG_41;SG_18;SG_4;SG_41;SG_18
64|15|ARTL|21|71.4000|SG_37;SG_43;SG_42;SG_37;SG_43;SG_42
65|5|CALA|7|71.4000|SG_43;SG_5;SG_42;SG_5
66|38|HAS|53|71.7000|SG_41;SG_24;SG_19;SG_2;SG_41;SG_24;SG_19;SG_46;SG_2
67|28|ABUS|39|71.8000|SG_4;SG_26;SG_43;SG_42;SG_4;SG_26;SG_43;SG_42
68|23|ANIP|32|71.9000|SG_4;SG_23;SG_43;SG_42;SG_4;SG_23;SG_43;SG_42
69|23|HCM|32|71.9000|SG_26;SG_3;SG_43;SG_26;SG_3;SG_43;SG_42
70|18|OGI|25|72.0000|SG_4;SG_37;SG_22;SG_43;SG_42;SG_4;SG_37;SG_22;SG_42
71|44|ARLP|61|72.1000|SG_4;SG_41;SG_37;SG_22;SG_7;SG_18;SG_4;SG_37;SG_22;SG_7;SG_18
72|13|AKBA|18|72.2000|SG_4;SG_43;SG_4;SG_22;SG_43;SG_42
73|21|NTAP|29|72.4000|SG_41;SG_19;SG_46;SG_47;SG_2;SG_14;SG_41;SG_19;SG_47;SG_2
74|8|MIND|11|72.7000|SG_14;SG_14;SG_42
75|16|BTWNU|22|72.7000|SG_37;SG_26;SG_42;SG_37;SG_26;SG_10
76|8|HSTO|11|72.7000|SG_37;SG_43;SG_37;SG_43;SG_42
77|8|CTG|11|72.7000|SG_14;SG_5;SG_42;SG_18;SG_14;SG_5
78|8|GRVY|11|72.7000|SG_14;SG_42;SG_14;SG_4
79|51|GSM|70|72.9000|SG_4;SG_24;SG_7;SG_34;SG_42;SG_4;SG_24;SG_7;SG_34
80|27|CYRX|37|73.0000|SG_3;SG_49;SG_12;SG_47;SG_3;SG_49;SG_12;SG_42;SG_46;SG_47
81|11|EQ|15|73.3000|SG_43;SG_5;SG_42;SG_47;SG_22;SG_43;SG_5;SG_42
82|33|ADES|45|73.3000|SG_17;SG_12;SG_5;SG_22;SG_17;SG_12;SG_5;SG_42
83|25|CCNC|34|73.5000|SG_37;SG_7;SG_37;SG_7;SG_42
84|14|CETX|19|73.7000|SG_37;SG_22;SG_12;SG_37;SG_22;SG_12
85|31|BHAT|42|73.8000|SG_14;SG_37;SG_17;SG_42;SG_14;SG_37;SG_22;SG_17;SG_42
86|17|NISN|23|73.9000|SG_37;SG_5;SG_18;SG_37;SG_5;SG_42;SG_10;SG_18
87|17|ORGS|23|73.9000|SG_37;SG_22;SG_43;SG_5;SG_42;SG_37;SG_22;SG_43;SG_5
88|20|INO|27|74.1000|SG_4;SG_22;SG_43;SG_42;SG_4;SG_22
89|23|HWKN|31|74.2000|SG_4;SG_41;SG_7;SG_18;SG_4;SG_41;SG_7
90|12|AMST|16|75.0000|SG_14;SG_37;SG_14;SG_37
91|15|JVA|20|75.0000|SG_20;SG_22;SG_42;SG_20
92|12|ACST|16|75.0000|SG_37;SG_5;SG_42;SG_37;SG_43;SG_5
93|15|OPT|20|75.0000|SG_4;SG_26;SG_43;SG_42;SG_4;SG_26;SG_43
94|12|FIZZ|16|75.0000|SG_3;SG_19;SG_3;SG_42;SG_19
95|12|EDSA|16|75.0000|SG_37;SG_43;SG_5;SG_37;SG_43;SG_5;SG_42
96|12|CURI|16|75.0000|SG_14;SG_4;SG_42;SG_14;SG_4
97|15|FATE|20|75.0000|SG_3;SG_43;SG_47;SG_3;SG_43;SG_42;SG_46;SG_47
98|36|CRNT|48|75.0000|SG_14;SG_37;SG_33;SG_5;SG_42;SG_14;SG_37;SG_33;SG_22;SG_5
99|12|LFVN|16|75.0000|SG_5;SG_42;SG_18;SG_5;SG_42;SG_18
100|12|AGRX|16|75.0000|SG_22;SG_43;SG_42;SG_49;SG_43;SG_5;SG_42;SG_47
101|21|LJPC|28|75.0000|SG_26;SG_43;SG_5;SG_26;SG_43;SG_5
102|24|CCRN|32|75.0000|SG_4;SG_12;SG_18;SG_4;SG_22;SG_12;SG_18
103|9|GIGM|12|75.0000|SG_14;SG_37;SG_14;SG_37
104|9|DGNS|12|75.0000|SG_22;SG_5;SG_42;SG_5;SG_42
105|30|AYLA|40|75.0000|SG_33;SG_43;SG_5;SG_37;SG_33;SG_43;SG_5;SG_42
106|24|CNTG|32|75.0000|SG_22;SG_43;SG_34;SG_5;SG_22;SG_43;SG_34;SG_5
107|9|PLIN|12|75.0000|SG_37;SG_22;SG_42;SG_37;SG_22;SG_42
108|27|MERC|36|75.0000|SG_4;SG_7;SG_19;SG_4;SG_41;SG_7;SG_19
109|18|IMBI|24|75.0000|SG_23;SG_5;SG_42;SG_23;SG_5;SG_42
110|18|LWAY|24|75.0000|SG_37;SG_5;SG_18;SG_47;SG_37;SG_5;SG_18;SG_47
111|9|BWACU|12|75.0000|SG_37;SG_26;SG_10;SG_37;SG_26
112|21|ADXN|28|75.0000|SG_37;SG_26;SG_43;SG_5;SG_42;SG_37;SG_26;SG_43;SG_5
113|21|MESO|28|75.0000|SG_4;SG_37;SG_22;SG_43;SG_42;SG_4;SG_37;SG_22;SG_43
114|24|FCFS|32|75.0000|SG_41;SG_40;SG_3;SG_19;SG_10;SG_41;SG_40;SG_3;SG_22;SG_19;SG_10
115|45|BFRA|60|75.0000|SG_37;SG_23;SG_43;SG_34;SG_5;SG_42;SG_37;SG_23;SG_43;SG_34;SG_5;SG_42
116|31|DBVT|41|75.6000|SG_4;SG_26;SG_43;SG_34;SG_42;SG_4;SG_26;SG_43;SG_34
117|28|BOMN|37|75.7000|SG_14;SG_4;SG_22;SG_42;SG_18;SG_14;SG_4;SG_22;SG_42;SG_18
118|28|ABTX|37|75.7000|SG_4;SG_41;SG_22;SG_10;SG_4;SG_41;SG_22;SG_10;SG_18
119|28|JRVR|37|75.7000|SG_4;SG_41;SG_40;SG_22;SG_10;SG_4;SG_41;SG_40;SG_10
120|25|JAGX|33|75.8000|SG_37;SG_23;SG_43;SG_5;SG_42;SG_23;SG_5
121|22|MOSY|29|75.9000|SG_14;SG_37;SG_14;SG_37;SG_5;SG_42
122|19|NTWK|25|76.0000|SG_14;SG_22;SG_5;SG_47;SG_14;SG_22;SG_5;SG_42;SG_19
123|19|ALBO|25|76.0000|SG_4;SG_43;SG_42;SG_47;SG_4;SG_22;SG_43;SG_42;SG_46;SG_47
124|35|IRWD|46|76.1000|SG_23;SG_40;SG_3;SG_17;SG_43;SG_23;SG_40;SG_3;SG_17;SG_43;SG_42
125|35|ALLT|46|76.1000|SG_14;SG_4;SG_33;SG_42;SG_14;SG_4;SG_33
126|32|CPRT|42|76.2000|SG_22;SG_12;SG_42;SG_19;SG_2;SG_22;SG_12;SG_42;SG_19;SG_46;SG_2
127|16|KRKR|21|76.2000|SG_14;SG_37;SG_5;SG_42;SG_14;SG_37;SG_5
128|16|APWC|21|76.2000|SG_37;SG_12;SG_37;SG_12;SG_42
129|16|FWP|21|76.2000|SG_37;SG_43;SG_34;SG_37;SG_43;SG_34;SG_42
130|29|MGEE|38|76.3000|SG_3;SG_22;SG_7;SG_19;SG_41;SG_3;SG_22;SG_7;SG_19
131|29|ACIW|38|76.3000|SG_14;SG_23;SG_3;SG_19;SG_14;SG_23;SG_3;SG_42;SG_19
132|13|ORIC|17|76.5000|SG_4;SG_43;SG_42;SG_4;SG_42;SG_46
133|26|NEON|34|76.5000|SG_14;SG_37;SG_34;SG_42;SG_14;SG_37;SG_22;SG_34;SG_5;SG_42
134|13|MNOV|17|76.5000|SG_43;SG_5;SG_42;SG_43;SG_5;SG_42
135|13|NATR|17|76.5000|SG_22;SG_5;SG_18;SG_22;SG_5;SG_42;SG_18
136|13|LUMO|17|76.5000|SG_43;SG_5;SG_43;SG_5;SG_42;SG_46
137|56|GLPG|73|76.7000|SG_37;SG_26;SG_3;SG_43;SG_34;SG_42;SG_37;SG_26;SG_3;SG_43;SG_34;SG_42
138|33|ASPS|43|76.7000|SG_26;SG_34;SG_5;SG_42;SG_10;SG_26;SG_34;SG_10
139|43|CAMT|56|76.8000|SG_14;SG_4;SG_33;SG_19;SG_14;SG_4;SG_33;SG_42;SG_19
140|10|PMBC|13|76.9000|SG_22;SG_5;SG_42;SG_10;SG_22;SG_5;SG_10;SG_18
141|20|LUXAU|26|76.9000|SG_37;SG_26;SG_42;SG_37;SG_26;SG_42
142|20|ACOR|26|76.9000|SG_23;SG_43;SG_5;SG_42;SG_23;SG_43;SG_5;SG_42
143|20|AMSC|26|76.9000|SG_4;SG_12;SG_4;SG_12;SG_42
144|10|CDXC|13|76.9000|SG_4;SG_43;SG_42;SG_4;SG_43;SG_42
145|20|LIZI|26|76.9000|SG_14;SG_37;SG_22;SG_5;SG_42;SG_14;SG_37;SG_22;SG_5;SG_42
146|20|EXPD|26|76.9000|SG_41;SG_12;SG_18;SG_2;SG_41;SG_12;SG_18;SG_2
147|10|FFHL|13|76.9000|SG_37;SG_17;SG_42;SG_37;SG_22;SG_17
148|20|AQST|26|76.9000|SG_26;SG_43;SG_5;SG_26;SG_43;SG_5;SG_42
149|10|GRBK|13|76.9000|SG_4;SG_18;SG_4;SG_22;SG_18
150|10|BBQ|13|76.9000|SG_22;SG_5;SG_42;SG_18;SG_5;SG_42
151|10|NCTY|13|76.9000|SG_14;SG_37;SG_22;SG_5;SG_42;SG_14;SG_37;SG_5
152|37|ALKS|48|77.1000|SG_40;SG_3;SG_22;SG_43;SG_34;SG_42;SG_46;SG_40;SG_3;SG_43;SG_34;SG_42
153|17|CNOB|22|77.3000|SG_4;SG_41;SG_22;SG_10;SG_18;SG_4;SG_10;SG_18
154|17|LCUT|22|77.3000|SG_4;SG_41;SG_23;SG_46;SG_18;SG_41;SG_23;SG_46;SG_18;SG_47
155|17|FIVE|22|77.3000|SG_42;SG_19;SG_2;SG_42;SG_19;SG_2
156|17|HARP|22|77.3000|SG_43;SG_5;SG_47;SG_43;SG_5;SG_42;SG_46;SG_47
157|17|GABC|22|77.3000|SG_4;SG_41;SG_10;SG_18;SG_4;SG_41;SG_46;SG_10
158|17|ARCT|22|77.3000|SG_4;SG_22;SG_43;SG_42;SG_47;SG_4;SG_22;SG_43;SG_42;SG_46;SG_47
159|24|OFLX|31|77.4000|SG_20;SG_4;SG_12;SG_20;SG_12
160|24|EVER|31|77.4000|SG_14;SG_4;SG_42;SG_47;SG_14;SG_4;SG_46;SG_47
161|31|CHI|40|77.5000|SG_4;SG_41;SG_26;SG_10;SG_18;SG_4;SG_41;SG_26;SG_10;SG_18
162|38|OPI|49|77.6000|SG_16;SG_4;SG_41;SG_24;SG_16;SG_4;SG_41;SG_24
163|28|AZPN|36|77.8000|SG_14;SG_40;SG_22;SG_19;SG_2;SG_14;SG_40;SG_22;SG_42;SG_19;SG_46;SG_2
164|28|PHAS|36|77.8000|SG_26;SG_43;SG_5;SG_26;SG_43;SG_5;SG_42
165|21|OSPN|27|77.8000|SG_14;SG_4;SG_42;SG_14;SG_4;SG_42
166|28|ADAP|36|77.8000|SG_4;SG_43;SG_34;SG_42;SG_4;SG_34;SG_42
167|21|NNBR|27|77.8000|SG_22;SG_12;SG_5;SG_22;SG_12;SG_5
168|14|LEGN|18|77.8000|SG_3;SG_22;SG_43;SG_42;SG_43;SG_42
169|14|HTGM|18|77.8000|SG_23;SG_43;SG_42;SG_23;SG_43
170|14|ACEVU|18|77.8000|SG_37;SG_26;SG_42;SG_10;SG_37;SG_26
171|14|CLSD|18|77.8000|SG_4;SG_43;SG_47;SG_4;SG_43;SG_47
172|7|EDIT|9|77.8000|SG_3;SG_42;SG_3;SG_43;SG_46
173|25|KPTI|32|78.1000|SG_4;SG_26;SG_43;SG_4;SG_26;SG_43;SG_42
174|43|OXLC|55|78.2000|SG_4;SG_41;SG_37;SG_26;SG_17;SG_10;SG_4;SG_41;SG_37;SG_26;SG_17;SG_10
175|18|FLIC|23|78.3000|SG_4;SG_41;SG_22;SG_10;SG_18;SG_4;SG_41;SG_22;SG_10;SG_18
176|54|ITMR|69|78.3000|SG_4;SG_26;SG_33;SG_43;SG_42;SG_4;SG_26;SG_33;SG_43;SG_42
177|18|MRIN|23|78.3000|SG_14;SG_37;SG_22;SG_5;SG_42;SG_14;SG_37;SG_22;SG_5
178|36|NWE|46|78.3000|SG_41;SG_23;SG_3;SG_7;SG_18;SG_41;SG_23;SG_3;SG_7;SG_18
179|18|CDAK|23|78.3000|SG_4;SG_22;SG_43;SG_4;SG_22;SG_43;SG_42
180|18|ONB|23|78.3000|SG_41;SG_3;SG_22;SG_10;SG_18;SG_41;SG_3;SG_22;SG_10
181|18|CFBK|23|78.3000|SG_41;SG_17;SG_5;SG_46;SG_10;SG_41;SG_22;SG_17
182|47|MYSZ|60|78.3000|SG_14;SG_37;SG_26;SG_33;SG_42;SG_14;SG_37;SG_26;SG_33
183|29|PRQR|37|78.4000|SG_4;SG_22;SG_43;SG_34;SG_4;SG_22;SG_43;SG_34;SG_42
184|40|DGLY|51|78.4000|SG_37;SG_22;SG_17;SG_12;SG_5;SG_37;SG_22;SG_17;SG_12;SG_5;SG_42
185|51|MDWD|65|78.5000|SG_37;SG_24;SG_33;SG_43;SG_5;SG_42;SG_37;SG_24;SG_33;SG_43;SG_5;SG_42
186|11|ICAD|14|78.6000|SG_43;SG_5;SG_47;SG_43;SG_5;SG_42;SG_47
187|22|BSGM|28|78.6000|SG_37;SG_43;SG_5;SG_37;SG_43;SG_5;SG_47
188|22|KLIC|28|78.6000|SG_14;SG_3;SG_18;SG_14;SG_41;SG_3;SG_18
189|22|PFIS|28|78.6000|SG_4;SG_41;SG_22;SG_10;SG_18;SG_4;SG_41;SG_10;SG_18
190|11|HLG|14|78.6000|SG_4;SG_37;SG_22;SG_18;SG_4;SG_37
191|22|DARE|28|78.6000|SG_37;SG_43;SG_5;SG_42;SG_37;SG_43;SG_5;SG_42
192|22|NDSN|28|78.6000|SG_41;SG_22;SG_12;SG_19;SG_2;SG_41;SG_22;SG_12;SG_19;SG_2
193|22|FSLR|28|78.6000|SG_14;SG_22;SG_18;SG_2;SG_14;SG_22;SG_42;SG_18;SG_2
194|33|AERI|42|78.6000|SG_4;SG_26;SG_40;SG_43;SG_42;SG_4;SG_26;SG_40;SG_43;SG_42
195|11|NAII|14|78.6000|SG_5;SG_42;SG_18;SG_5;SG_42;SG_46;SG_18
196|11|GAN|14|78.6000|SG_4;SG_42;SG_4;SG_42
197|11|NKLA|14|78.6000|SG_3;SG_22;SG_42;SG_3;SG_22
198|22|BRQS|28|78.6000|SG_14;SG_37;SG_5;SG_42;SG_14;SG_37;SG_5;SG_42
199|11|PCB|14|78.6000|SG_4;SG_10;SG_4;SG_41;SG_10;SG_18
200|22|OBCI|28|78.6000|SG_37;SG_22;SG_12;SG_5;SG_18;SG_37;SG_12;SG_5;SG_18
201|37|JBHT|47|78.7000|SG_41;SG_22;SG_12;SG_19;SG_2;SG_41;SG_22;SG_12;SG_19;SG_2
202|26|PTEN|33|78.8000|SG_4;SG_22;SG_7;SG_4;SG_41;SG_22;SG_7
203|26|MBWM|33|78.8000|SG_4;SG_41;SG_22;SG_10;SG_18;SG_4;SG_41;SG_22;SG_10;SG_18
204|26|LASR|33|78.8000|SG_14;SG_4;SG_42;SG_46;SG_47;SG_14;SG_4;SG_42
205|26|KLAC|33|78.8000|SG_14;SG_23;SG_47;SG_2;SG_14;SG_23;SG_47;SG_2
206|15|MTBC|19|78.9000|SG_22;SG_43;SG_5;SG_47;SG_22;SG_43;SG_5;SG_47
207|15|ACNB|19|78.9000|SG_41;SG_10;SG_18;SG_41;SG_5;SG_10;SG_18
208|30|FRLN|38|78.9000|SG_23;SG_43;SG_34;SG_5;SG_23;SG_43;SG_34;SG_5
209|15|ITOS|19|78.9000|SG_4;SG_49;SG_43;SG_46;SG_47;SG_4;SG_49;SG_43;SG_47
210|15|IPHA|19|78.9000|SG_4;SG_37;SG_22;SG_43;SG_34;SG_42;SG_4;SG_43;SG_34
211|30|NMFC|38|78.9000|SG_4;SG_41;SG_26;SG_17;SG_10;SG_4;SG_41;SG_26;SG_17;SG_10
212|19|MBNKP|24|79.2000|SG_26;SG_10;SG_41;SG_37;SG_26;SG_10
213|19|FMNB|24|79.2000|SG_4;SG_41;SG_22;SG_46;SG_47;SG_4;SG_41;SG_22;SG_10;SG_18;SG_47
214|19|FISI|24|79.2000|SG_4;SG_41;SG_10;SG_18;SG_4;SG_41;SG_10;SG_18
215|19|FORD|24|79.2000|SG_37;SG_22;SG_42;SG_19;SG_47;SG_37;SG_22;SG_19;SG_47
216|19|ARQT|24|79.2000|SG_4;SG_43;SG_42;SG_47;SG_4;SG_43;SG_42;SG_47
217|19|ALXO|24|79.2000|SG_3;SG_43;SG_42;SG_46;SG_47;SG_3;SG_43;SG_47
218|23|GTIM|29|79.3000|SG_37;SG_17;SG_5;SG_42;SG_37;SG_17;SG_5;SG_42
219|23|BXRX|29|79.3000|SG_37;SG_26;SG_43;SG_47;SG_37;SG_26;SG_43;SG_42;SG_47
220|23|PT|29|79.3000|SG_37;SG_26;SG_42;SG_10;SG_37;SG_26
221|23|ALEC|29|79.3000|SG_4;SG_43;SG_42;SG_47;SG_4;SG_43;SG_42;SG_46;SG_47
222|23|CNDT|29|79.3000|SG_14;SG_4;SG_23;SG_42;SG_14;SG_4;SG_23;SG_46
223|23|AEHL|29|79.3000|SG_37;SG_22;SG_12;SG_42;SG_37;SG_22;SG_12;SG_42
224|23|GURE|29|79.3000|SG_37;SG_22;SG_7;SG_5;SG_42;SG_37;SG_22;SG_7;SG_5;SG_42
225|27|MTP|34|79.4000|SG_37;SG_22;SG_43;SG_34;SG_42;SG_37;SG_22;SG_43;SG_34;SG_42
226|27|ICLR|34|79.4000|SG_43;SG_34;SG_42;SG_19;SG_2;SG_43;SG_34;SG_42;SG_19;SG_2
227|27|PCOM|34|79.4000|SG_14;SG_37;SG_22;SG_5;SG_42;SG_14;SG_37;SG_22;SG_5;SG_42
228|27|GRMN|34|79.4000|SG_14;SG_41;SG_19;SG_2;SG_14;SG_41;SG_19;SG_46;SG_2
229|31|JFIN|39|79.5000|SG_14;SG_37;SG_26;SG_17;SG_5;SG_14;SG_37;SG_26;SG_17;SG_42
230|39|CALT|49|79.6000|SG_4;SG_37;SG_26;SG_43;SG_34;SG_4;SG_37;SG_26;SG_43;SG_34
231|20|BMRN|25|80.0000|SG_43;SG_42;SG_46;SG_2;SG_43;SG_42;SG_46;SG_2
232|28|MTLS|35|80.0000|SG_14;SG_4;SG_22;SG_34;SG_42;SG_14;SG_22;SG_34
233|8|ECOR|10|80.0000|SG_43;SG_5;SG_42;SG_43;SG_5;SG_42;SG_46
234|20|PKBK|25|80.0000|SG_41;SG_5;SG_46;SG_10;SG_18;SG_41;SG_5;SG_10;SG_18
235|20|HONE|25|80.0000|SG_4;SG_41;SG_10;SG_18;SG_4;SG_41;SG_22;SG_10;SG_18
236|28|CVGI|35|80.0000|SG_4;SG_24;SG_42;SG_46;SG_18;SG_4;SG_24;SG_42
237|20|PNFP|25|80.0000|SG_41;SG_3;SG_22;SG_10;SG_18;SG_41;SG_3;SG_22;SG_10;SG_18
238|8|JOUT|10|80.0000|SG_4;SG_41;SG_18;SG_4;SG_41
239|4|HSKA|5|80.0000|SG_22;SG_22;SG_42
240|4|PULM|5|80.0000|SG_43;SG_42;SG_43
241|36|GMDA|45|80.0000|SG_23;SG_33;SG_43;SG_5;SG_42;SG_23;SG_33;SG_43;SG_5;SG_42
242|24|NTLA|30|80.0000|SG_3;SG_49;SG_43;SG_47;SG_3;SG_49;SG_43;SG_42;SG_46;SG_47
243|24|OCC|30|80.0000|SG_14;SG_37;SG_22;SG_17;SG_14;SG_37;SG_17
244|12|NBSE|15|80.0000|SG_43;SG_5;SG_43;SG_5;SG_42
245|8|NVAX|10|80.0000|SG_47;SG_2;SG_47
246|8|ARAV|10|80.0000|SG_43;SG_5;SG_43;SG_5
247|12|PLRX|15|80.0000|SG_4;SG_43;SG_42;SG_4;SG_43;SG_42
248|8|DMTK|10|80.0000|SG_4;SG_43;SG_42;SG_46;SG_4;SG_43;SG_42
249|16|KRMD|20|80.0000|SG_43;SG_5;SG_42;SG_43;SG_5;SG_42
250|16|MICT|20|80.0000|SG_14;SG_37;SG_5;SG_14;SG_37;SG_5;SG_42
251|16|FMBI|20|80.0000|SG_41;SG_3;SG_22;SG_10;SG_41;SG_3;SG_22;SG_10
252|28|PRFX|35|80.0000|SG_33;SG_43;SG_42;SG_33;SG_43;SG_42
253|8|LRMR|10|80.0000|SG_43;SG_5;SG_43;SG_42
254|28|CODA|35|80.0000|SG_37;SG_12;SG_5;SG_42;SG_18;SG_37;SG_12;SG_5;SG_42
255|8|JRJC|10|80.0000|SG_22;SG_10;SG_22;SG_10
256|16|MDNA|20|80.0000|SG_37;SG_43;SG_5;SG_42;SG_37;SG_43;SG_5
257|8|PUYI|10|80.0000|SG_4;SG_37;SG_10;SG_37;SG_10
258|20|PFC|25|80.0000|SG_4;SG_41;SG_22;SG_10;SG_18;SG_4;SG_41;SG_22;SG_10;SG_18
259|8|CVCO|10|80.0000|SG_3;SG_22;SG_18;SG_3;SG_22;SG_42;SG_18
260|8|BLNK|10|80.0000|SG_4;SG_42;SG_4;SG_42
261|16|PBTS|20|80.0000|SG_14;SG_37;SG_22;SG_14;SG_37;SG_22;SG_5;SG_42
262|45|CGEN|56|80.4000|SG_4;SG_33;SG_43;SG_42;SG_4;SG_33;SG_43
263|37|OESX|46|80.4000|SG_17;SG_12;SG_5;SG_42;SG_17;SG_12;SG_5;SG_42
264|37|LBTYA|46|80.4000|SG_14;SG_22;SG_17;SG_34;SG_2;SG_14;SG_22;SG_17;SG_34;SG_2
265|33|PAHC|41|80.5000|SG_4;SG_41;SG_24;SG_40;SG_18;SG_4;SG_41;SG_24;SG_40;SG_18
266|29|EXPE|36|80.6000|SG_49;SG_42;SG_46;SG_47;SG_2;SG_49;SG_42;SG_47;SG_2
